CPU,RAM (GB),HDD (GB),Velikost displeje ("),Rozliseni displeje,Cena (Kc)
Intel I3-5200U:0.05,16:0.75,500 HDD:0.12,10:0.00,1280x800:0.00,25943
Intel I3-6200U:0.41,8:0.50,512 SSD:1.00,15.6:0.85,1920x1080:0.57,38843
Intel I3-7200U:0.76,8:0.50,320 SSD:0.87,10:0.00,1366x768:0.14,29379
Intel I3-7100U:0.70,8:0.50,1 000 HDD:0.37,15.6:0.85,1280x800:0.00,25795
Intel I5-5200U:0.11,32:1.00,1 000 HDD:0.37,14:0.71,1600x900:0.28,30208
Intel I7-7500U:1.00,3:0.12,500 HDD:0.12,13:0.42,1920x1080:0.57,29864
Intel I5-5500U:0.17,6:0.37,1 000 HDD:0.37,17.3:1.00,1920x1080:0.57,35639
Intel I3-7200U:0.76,24:0.87,128 SSD:0.50,10:0.00,1600x900:0.28,29289
Intel I7-7200U:0.94,8:0.50,240 SSD:0.62,17.3:1.00,1280x800:0.00,36284
Intel I3-5200U:0.05,12:0.62,1 000 HDD:0.37,15.6:0.85,1680x1050:0.42,28408
Intel I7-5200U:0.23,3:0.12,256 SSD:0.75,15.6:0.85,1366x768:0.14,31408
Intel I5-5500U:0.17,3:0.12,320 HDD:0.00,17.3:1.00,1280x800:0.00,26721
Intel I7-5200U:0.23,16:0.75,256 SSD:0.75,17.3:1.00,1280x800:0.00,37124
Intel I5-6500U:0.52,12:0.62,1 000 HDD:0.37,13:0.42,1680x1050:0.42,27449
Intel I5-5500U:0.17,12:0.62,1 000 HDD:0.37,12:0.28,2880x1800:0.85,32129
Intel I3-5100U:0.00,2:0.00,240 SSD:0.62,12:0.28,1600x900:0.28,22775
Intel I7-6500U:0.64,8:0.50,1 000 HDD:0.37,14:0.71,1366x768:0.14,29478
Intel I3-7100U:0.70,8:0.50,1 000 HDD:0.37,11:0.14,2560x1440:0.71,29393
Intel I7-7500U:1.00,4:0.25,256 SSD:0.75,17.3:1.00,1680x1050:0.42,37827
Intel I7-7500U:1.00,2:0.00,256 SSD:0.75,15.6:0.85,1366x768:0.14,31598
Intel I5-7500U:0.88,6:0.37,750 HDD:0.25,12:0.28,1280x800:0.00,23857
Intel I7-5200U:0.23,32:1.00,256 SSD:0.75,10:0.00,1600x900:0.28,35372
Intel I3-7200U:0.76,6:0.37,512 SSD:1.00,15.6:0.85,2880x1800:0.85,39556
Intel I3-7200U:0.76,24:0.87,750 HDD:0.25,10:0.00,1280x800:0.00,28416
Intel I5-5200U:0.11,24:0.87,320 HDD:0.00,13.3:0.57,1600x900:0.28,29914
Intel I5-6200U:0.47,4:0.25,256 SSD:0.75,10:0.00,1366x768:0.14,28486
Intel I5-5500U:0.17,12:0.62,750 HDD:0.25,17.3:1.00,1600x900:0.28,31938
Intel I7-5200U:0.23,8:0.50,1 000 HDD:0.37,15.6:0.85,1280x800:0.00,31843
Intel I3-7100U:0.70,6:0.37,500 HDD:0.12,15.6:0.85,2880x1800:0.85,29433
Intel I7-6500U:0.64,12:0.62,256 SSD:0.75,13:0.42,1366x768:0.14,31435
Intel I3-7100U:0.70,4:0.25,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,27968
Intel I7-6500U:0.64,6:0.37,320 SSD:0.87,14:0.71,1920x1080:0.57,38778
Intel I7-5500U:0.29,24:0.87,128 SSD:0.50,12:0.28,2880x1800:0.85,34284
Intel I7-7500U:1.00,2:0.00,320 SSD:0.87,12:0.28,1600x900:0.28,31590
Intel I3-5100U:0.00,16:0.75,750 HDD:0.25,11:0.14,3840x2160:1.00,32021
Intel I3-6200U:0.41,3:0.12,256 SSD:0.75,11:0.14,2560x1440:0.71,28706
Intel I7-5200U:0.23,4:0.25,320 HDD:0.00,14:0.71,1366x768:0.14,27102
Intel I5-5200U:0.11,32:1.00,512 SSD:1.00,10:0.00,1280x800:0.00,34338
Intel I5-7500U:0.88,6:0.37,256 SSD:0.75,13:0.42,1280x800:0.00,26693
Intel I3-5200U:0.05,3:0.12,128 SSD:0.50,13:0.42,1600x900:0.28,22865
Intel I3-6200U:0.41,4:0.25,512 SSD:1.00,13.3:0.57,1280x800:0.00,33222
Intel I7-7500U:1.00,16:0.75,512 SSD:1.00,17.3:1.00,1680x1050:0.42,45682
Intel I3-6200U:0.41,16:0.75,320 HDD:0.00,17.3:1.00,1600x900:0.28,32288
Intel I7-6500U:0.64,16:0.75,240 SSD:0.62,10:0.00,1280x800:0.00,29356
Intel I5-7200U:0.82,24:0.87,256 SSD:0.75,17.3:1.00,1920x1080:0.57,38704
Intel I7-7200U:0.94,8:0.50,500 HDD:0.12,17.3:1.00,3840x2160:1.00,41981
Intel I3-5200U:0.05,6:0.37,512 SSD:1.00,13.3:0.57,1366x768:0.14,31333
Intel I3-5100U:0.00,12:0.62,500 HDD:0.12,15.6:0.85,3840x2160:1.00,35833
Intel I5-6500U:0.52,6:0.37,320 SSD:0.87,15.6:0.85,2560x1440:0.71,38519
Intel I5-6200U:0.47,6:0.37,320 HDD:0.00,15.6:0.85,1680x1050:0.42,27294
Intel I5-5200U:0.11,24:0.87,750 HDD:0.25,11:0.14,1680x1050:0.42,29704
Intel I3-6200U:0.41,4:0.25,500 HDD:0.12,13.3:0.57,1600x900:0.28,25705
Intel I3-5100U:0.00,32:1.00,320 SSD:0.87,14:0.71,3840x2160:1.00,41758
Intel I5-5500U:0.17,12:0.62,320 HDD:0.00,11:0.14,2560x1440:0.71,30582
Intel I5-5200U:0.11,16:0.75,320 HDD:0.00,13:0.42,1366x768:0.14,27436
Intel I3-6200U:0.41,4:0.25,320 SSD:0.87,13:0.42,1600x900:0.28,27489
Intel I5-6200U:0.47,2:0.00,320 HDD:0.00,17.3:1.00,1600x900:0.28,29654
Intel I3-5100U:0.00,12:0.62,256 SSD:0.75,12:0.28,3840x2160:1.00,32500
Intel I5-5500U:0.17,24:0.87,320 SSD:0.87,11:0.14,2880x1800:0.85,37816
Intel I3-6100U:0.35,24:0.87,750 HDD:0.25,13:0.42,3840x2160:1.00,35618
Intel I3-7200U:0.76,8:0.50,750 HDD:0.25,13:0.42,1280x800:0.00,24047
Intel I5-6500U:0.52,2:0.00,256 SSD:0.75,12:0.28,3840x2160:1.00,33747
Intel I5-7200U:0.82,32:1.00,240 SSD:0.62,15.6:0.85,1600x900:0.28,36872
Intel I3-7200U:0.76,8:0.50,512 SSD:1.00,15.6:0.85,2880x1800:0.85,44242
Intel I7-7500U:1.00,4:0.25,750 HDD:0.25,12:0.28,2880x1800:0.85,31844
Intel I7-6500U:0.64,4:0.25,750 HDD:0.25,13.3:0.57,2880x1800:0.85,32744
Intel I3-6100U:0.35,4:0.25,240 SSD:0.62,12:0.28,1920x1080:0.57,28028
Intel I7-6200U:0.58,12:0.62,500 HDD:0.12,13.3:0.57,2880x1800:0.85,31207
Intel I5-7200U:0.82,2:0.00,512 SSD:1.00,13.3:0.57,1920x1080:0.57,34994
Intel I3-6100U:0.35,24:0.87,128 SSD:0.50,10:0.00,1366x768:0.14,29001
Intel I5-7500U:0.88,16:0.75,1 000 HDD:0.37,13.3:0.57,1366x768:0.14,29181
Intel I3-7100U:0.70,8:0.50,512 SSD:1.00,14:0.71,1920x1080:0.57,39629
Intel I3-7200U:0.76,12:0.62,500 HDD:0.12,14:0.71,3840x2160:1.00,32685
Intel I3-6200U:0.41,16:0.75,240 SSD:0.62,15.6:0.85,2560x1440:0.71,36961
Intel I5-7500U:0.88,6:0.37,750 HDD:0.25,12:0.28,1366x768:0.14,24615
Intel I5-5200U:0.11,8:0.50,128 SSD:0.50,11:0.14,1280x800:0.00,24233
Intel I3-5100U:0.00,16:0.75,320 SSD:0.87,12:0.28,1600x900:0.28,27468
Intel I5-7200U:0.82,32:1.00,320 SSD:0.87,15.6:0.85,1920x1080:0.57,41720
Intel I7-6500U:0.64,24:0.87,1 000 HDD:0.37,15.6:0.85,1366x768:0.14,34865
Intel I3-7100U:0.70,16:0.75,500 HDD:0.12,12:0.28,2880x1800:0.85,31294
Intel I7-6500U:0.64,24:0.87,256 SSD:0.75,13.3:0.57,3840x2160:1.00,39819
Intel I3-6200U:0.41,4:0.25,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,29836
Intel I7-5500U:0.29,6:0.37,128 SSD:0.50,14:0.71,1280x800:0.00,28650
Intel I5-5500U:0.17,3:0.12,750 HDD:0.25,14:0.71,1600x900:0.28,28371
Intel I7-5500U:0.29,32:1.00,512 SSD:1.00,11:0.14,1280x800:0.00,36190
Intel I5-7500U:0.88,6:0.37,1 000 HDD:0.37,14:0.71,2880x1800:0.85,33921
Intel I3-6200U:0.41,8:0.50,240 SSD:0.62,13:0.42,2880x1800:0.85,32227
Intel I3-5100U:0.00,6:0.37,256 SSD:0.75,11:0.14,1920x1080:0.57,27230
Intel I5-6500U:0.52,24:0.87,1 000 HDD:0.37,11:0.14,1680x1050:0.42,30054
Intel I7-5500U:0.29,32:1.00,500 HDD:0.12,12:0.28,1680x1050:0.42,33068
Intel I7-7500U:1.00,2:0.00,128 SSD:0.50,12:0.28,2560x1440:0.71,31906
Intel I5-5500U:0.17,2:0.00,320 SSD:0.87,10:0.00,2880x1800:0.85,32571
Intel I5-6500U:0.52,2:0.00,256 SSD:0.75,13.3:0.57,1366x768:0.14,26078
Intel I3-5100U:0.00,4:0.25,320 HDD:0.00,17.3:1.00,2880x1800:0.85,33190
Intel I5-5500U:0.17,16:0.75,750 HDD:0.25,11:0.14,3840x2160:1.00,37184
Intel I7-6500U:0.64,32:1.00,256 SSD:0.75,13:0.42,2560x1440:0.71,36757
Intel I3-6200U:0.41,3:0.12,320 SSD:0.87,12:0.28,3840x2160:1.00,36025
Intel I5-7500U:0.88,16:0.75,256 SSD:0.75,13:0.42,2560x1440:0.71,32091
Intel I5-7200U:0.82,2:0.00,320 HDD:0.00,12:0.28,1920x1080:0.57,24842
Intel I7-7500U:1.00,4:0.25,512 SSD:1.00,15.6:0.85,2880x1800:0.85,45541
Intel I7-5200U:0.23,12:0.62,256 SSD:0.75,13:0.42,1680x1050:0.42,31077
Intel I7-7200U:0.94,32:1.00,240 SSD:0.62,17.3:1.00,1366x768:0.14,40345
Intel I5-6500U:0.52,2:0.00,320 HDD:0.00,13:0.42,1920x1080:0.57,28721
Intel I5-5200U:0.11,16:0.75,320 SSD:0.87,17.3:1.00,1600x900:0.28,37998
Intel I7-6500U:0.64,32:1.00,320 SSD:0.87,11:0.14,1680x1050:0.42,34179
Intel I7-7500U:1.00,3:0.12,500 HDD:0.12,13:0.42,1680x1050:0.42,26722
Intel I3-5100U:0.00,12:0.62,512 SSD:1.00,17.3:1.00,1680x1050:0.42,38887
Intel I5-6200U:0.47,2:0.00,500 HDD:0.12,11:0.14,1680x1050:0.42,23758
Intel I5-7500U:0.88,16:0.75,320 SSD:0.87,12:0.28,1920x1080:0.57,33559
Intel I5-7500U:0.88,3:0.12,240 SSD:0.62,15.6:0.85,3840x2160:1.00,35465
Intel I7-6200U:0.58,32:1.00,1 000 HDD:0.37,14:0.71,1680x1050:0.42,34321
Intel I5-5200U:0.11,8:0.50,320 SSD:0.87,12:0.28,2560x1440:0.71,31088
Intel I3-7100U:0.70,24:0.87,240 SSD:0.62,12:0.28,1600x900:0.28,29302
Intel I5-5500U:0.17,32:1.00,256 SSD:0.75,14:0.71,3840x2160:1.00,38843
Intel I7-7500U:1.00,12:0.62,256 SSD:0.75,12:0.28,1680x1050:0.42,33610
Intel I5-7500U:0.88,2:0.00,128 SSD:0.50,13.3:0.57,2880x1800:0.85,33671
Intel I5-6500U:0.52,6:0.37,750 HDD:0.25,11:0.14,1366x768:0.14,25576
Intel I7-6200U:0.58,12:0.62,256 SSD:0.75,17.3:1.00,1600x900:0.28,35167
Intel I5-7500U:0.88,2:0.00,240 SSD:0.62,10:0.00,1600x900:0.28,27809
Intel I5-6200U:0.47,16:0.75,320 SSD:0.87,15.6:0.85,2880x1800:0.85,36672
Intel I5-6200U:0.47,16:0.75,128 SSD:0.50,12:0.28,1600x900:0.28,26862
Intel I5-6500U:0.52,6:0.37,256 SSD:0.75,12:0.28,1280x800:0.00,28133
Intel I5-6200U:0.47,24:0.87,240 SSD:0.62,13:0.42,3840x2160:1.00,35231
Intel I5-5200U:0.11,32:1.00,320 HDD:0.00,15.6:0.85,1280x800:0.00,31466
Intel I7-6500U:0.64,2:0.00,240 SSD:0.62,11:0.14,1680x1050:0.42,27714
Intel I7-5500U:0.29,24:0.87,1 000 HDD:0.37,17.3:1.00,2560x1440:0.71,38258
Intel I3-7200U:0.76,2:0.00,320 SSD:0.87,12:0.28,3840x2160:1.00,37530
Intel I7-7200U:0.94,24:0.87,320 HDD:0.00,15.6:0.85,2560x1440:0.71,36259
Intel I5-7200U:0.82,8:0.50,500 HDD:0.12,13.3:0.57,1600x900:0.28,26794
Intel I3-7100U:0.70,6:0.37,512 SSD:1.00,17.3:1.00,1366x768:0.14,38480
Intel I5-5500U:0.17,24:0.87,256 SSD:0.75,10:0.00,3840x2160:1.00,36434
Intel I3-5200U:0.05,32:1.00,256 SSD:0.75,11:0.14,2880x1800:0.85,35949
Intel I3-5200U:0.05,8:0.50,750 HDD:0.25,11:0.14,2560x1440:0.71,26861
Intel I7-6200U:0.58,4:0.25,256 SSD:0.75,17.3:1.00,1280x800:0.00,33461
Intel I3-7100U:0.70,24:0.87,320 HDD:0.00,13:0.42,1680x1050:0.42,26620
Intel I5-6500U:0.52,24:0.87,512 SSD:1.00,15.6:0.85,1920x1080:0.57,40135
Intel I5-5500U:0.17,3:0.12,500 HDD:0.12,14:0.71,2880x1800:0.85,28629
Intel I5-5500U:0.17,16:0.75,500 HDD:0.12,12:0.28,1280x800:0.00,27831
Intel I3-6200U:0.41,16:0.75,320 SSD:0.87,10:0.00,3840x2160:1.00,34890
Intel I5-5200U:0.11,32:1.00,320 HDD:0.00,17.3:1.00,1366x768:0.14,34163
Intel I3-7100U:0.70,2:0.00,512 SSD:1.00,11:0.14,1600x900:0.28,30748
Intel I7-5500U:0.29,3:0.12,1 000 HDD:0.37,15.6:0.85,3840x2160:1.00,34621
Intel I5-5200U:0.11,4:0.25,256 SSD:0.75,13.3:0.57,2560x1440:0.71,30933
Intel I5-6200U:0.47,4:0.25,320 HDD:0.00,10:0.00,2560x1440:0.71,26056
Intel I5-6200U:0.47,24:0.87,240 SSD:0.62,13.3:0.57,1280x800:0.00,28137
Intel I3-5100U:0.00,3:0.12,1 000 HDD:0.37,10:0.00,2560x1440:0.71,27834
Intel I7-7200U:0.94,24:0.87,320 HDD:0.00,15.6:0.85,1366x768:0.14,35634
Intel I7-7500U:1.00,8:0.50,320 SSD:0.87,17.3:1.00,1920x1080:0.57,41944
Intel I3-6200U:0.41,12:0.62,128 SSD:0.50,10:0.00,2560x1440:0.71,30449
Intel I3-5200U:0.05,2:0.00,240 SSD:0.62,17.3:1.00,1600x900:0.28,28519
Intel I7-7500U:1.00,12:0.62,240 SSD:0.62,12:0.28,2880x1800:0.85,36498
Intel I5-6200U:0.47,2:0.00,240 SSD:0.62,10:0.00,2560x1440:0.71,28867
Intel I7-5200U:0.23,16:0.75,1 000 HDD:0.37,12:0.28,3840x2160:1.00,35724
Intel I3-7200U:0.76,24:0.87,500 HDD:0.12,13.3:0.57,1680x1050:0.42,30472
Intel I3-6200U:0.41,6:0.37,500 HDD:0.12,15.6:0.85,3840x2160:1.00,35434
Intel I5-7200U:0.82,8:0.50,320 HDD:0.00,17.3:1.00,2560x1440:0.71,33739
Intel I5-6500U:0.52,8:0.50,320 HDD:0.00,12:0.28,1600x900:0.28,24727
Intel I7-6200U:0.58,16:0.75,750 HDD:0.25,12:0.28,1280x800:0.00,26153
Intel I3-5100U:0.00,3:0.12,512 SSD:1.00,17.3:1.00,1366x768:0.14,36219
Intel I7-5200U:0.23,6:0.37,128 SSD:0.50,17.3:1.00,1366x768:0.14,33615
Intel I3-5100U:0.00,32:1.00,240 SSD:0.62,17.3:1.00,1920x1080:0.57,38027
Intel I7-7200U:0.94,16:0.75,1 000 HDD:0.37,10:0.00,2560x1440:0.71,32983
Intel I7-5200U:0.23,4:0.25,320 HDD:0.00,11:0.14,2880x1800:0.85,28853
Intel I7-7200U:0.94,12:0.62,240 SSD:0.62,12:0.28,1280x800:0.00,29023
Intel I7-5500U:0.29,2:0.00,1 000 HDD:0.37,13.3:0.57,1280x800:0.00,26381
Intel I7-7500U:1.00,4:0.25,128 SSD:0.50,10:0.00,1280x800:0.00,26618
Intel I5-6200U:0.47,16:0.75,500 HDD:0.12,11:0.14,1920x1080:0.57,27898
Intel I5-7500U:0.88,32:1.00,1 000 HDD:0.37,15.6:0.85,2880x1800:0.85,37277
Intel I3-5100U:0.00,2:0.00,320 HDD:0.00,15.6:0.85,1366x768:0.14,23003
Intel I5-7200U:0.82,3:0.12,1 000 HDD:0.37,11:0.14,2560x1440:0.71,29838
Intel I7-5200U:0.23,16:0.75,512 SSD:1.00,14:0.71,2880x1800:0.85,45273
Intel I3-5200U:0.05,12:0.62,128 SSD:0.50,13.3:0.57,1680x1050:0.42,29203
Intel I7-6200U:0.58,4:0.25,240 SSD:0.62,14:0.71,1680x1050:0.42,32632
Intel I3-5100U:0.00,24:0.87,320 SSD:0.87,10:0.00,2560x1440:0.71,33538
Intel I5-7200U:0.82,12:0.62,1 000 HDD:0.37,13.3:0.57,1366x768:0.14,27316
Intel I5-5500U:0.17,24:0.87,320 SSD:0.87,12:0.28,3840x2160:1.00,42947
Intel I3-6200U:0.41,8:0.50,320 HDD:0.00,13.3:0.57,1600x900:0.28,25746
Intel I5-6200U:0.47,24:0.87,256 SSD:0.75,11:0.14,2560x1440:0.71,36086
Intel I3-5100U:0.00,32:1.00,320 SSD:0.87,15.6:0.85,3840x2160:1.00,45439
Intel I3-5100U:0.00,4:0.25,128 SSD:0.50,13:0.42,1600x900:0.28,24965
Intel I3-7200U:0.76,6:0.37,128 SSD:0.50,11:0.14,3840x2160:1.00,32737
Intel I5-7500U:0.88,32:1.00,750 HDD:0.25,13:0.42,1920x1080:0.57,32079
Intel I3-5200U:0.05,16:0.75,750 HDD:0.25,13:0.42,1600x900:0.28,24411
Intel I3-5100U:0.00,2:0.00,500 HDD:0.12,13.3:0.57,2560x1440:0.71,24705
Intel I3-7200U:0.76,16:0.75,512 SSD:1.00,17.3:1.00,1366x768:0.14,41097
Intel I5-5500U:0.17,12:0.62,320 HDD:0.00,14:0.71,2880x1800:0.85,32626
Intel I7-6200U:0.58,12:0.62,320 SSD:0.87,11:0.14,3840x2160:1.00,36965
Intel I7-7200U:0.94,2:0.00,750 HDD:0.25,10:0.00,3840x2160:1.00,33747
Intel I3-5200U:0.05,6:0.37,512 SSD:1.00,11:0.14,3840x2160:1.00,38729
Intel I7-7500U:1.00,6:0.37,1 000 HDD:0.37,17.3:1.00,3840x2160:1.00,40568
Intel I5-7200U:0.82,6:0.37,320 SSD:0.87,13:0.42,1600x900:0.28,31418
Intel I3-7100U:0.70,32:1.00,500 HDD:0.12,12:0.28,1280x800:0.00,26658
Intel I3-5100U:0.00,16:0.75,320 SSD:0.87,13:0.42,1366x768:0.14,29914
Intel I7-6200U:0.58,16:0.75,256 SSD:0.75,11:0.14,3840x2160:1.00,38404
Intel I7-5200U:0.23,8:0.50,256 SSD:0.75,14:0.71,1920x1080:0.57,31301
Intel I5-6500U:0.52,8:0.50,240 SSD:0.62,15.6:0.85,1366x768:0.14,29675
Intel I3-7100U:0.70,6:0.37,500 HDD:0.12,12:0.28,2880x1800:0.85,30181
Intel I5-6500U:0.52,3:0.12,256 SSD:0.75,13.3:0.57,3840x2160:1.00,38288
Intel I5-6200U:0.47,2:0.00,256 SSD:0.75,13:0.42,1600x900:0.28,27439
Intel I5-7500U:0.88,8:0.50,1 000 HDD:0.37,13.3:0.57,1920x1080:0.57,32540
Intel I7-5200U:0.23,3:0.12,320 HDD:0.00,11:0.14,1600x900:0.28,24120
Intel I5-5200U:0.11,32:1.00,320 HDD:0.00,17.3:1.00,3840x2160:1.00,37937
Intel I7-5200U:0.23,24:0.87,128 SSD:0.50,15.6:0.85,2560x1440:0.71,39207
Intel I3-5200U:0.05,3:0.12,128 SSD:0.50,15.6:0.85,3840x2160:1.00,34767
Intel I3-6100U:0.35,2:0.00,320 SSD:0.87,10:0.00,1600x900:0.28,25345
Intel I5-5500U:0.17,8:0.50,320 SSD:0.87,14:0.71,1680x1050:0.42,30767
Intel I3-5200U:0.05,12:0.62,320 HDD:0.00,10:0.00,3840x2160:1.00,33194
Intel I7-6200U:0.58,4:0.25,512 SSD:1.00,17.3:1.00,3840x2160:1.00,48915
Intel I7-7200U:0.94,2:0.00,750 HDD:0.25,12:0.28,1280x800:0.00,27073
Intel I5-7200U:0.82,4:0.25,256 SSD:0.75,12:0.28,1280x800:0.00,28454
Intel I5-6200U:0.47,24:0.87,320 SSD:0.87,15.6:0.85,1366x768:0.14,36465
Intel I5-7200U:0.82,24:0.87,240 SSD:0.62,15.6:0.85,1680x1050:0.42,33947
Intel I3-6100U:0.35,32:1.00,1 000 HDD:0.37,12:0.28,1280x800:0.00,27452
Intel I3-7200U:0.76,2:0.00,750 HDD:0.25,13:0.42,1600x900:0.28,23051
Intel I5-5500U:0.17,8:0.50,500 HDD:0.12,14:0.71,1680x1050:0.42,26514
Intel I5-6500U:0.52,6:0.37,320 SSD:0.87,13.3:0.57,1680x1050:0.42,30390
Intel I7-7500U:1.00,3:0.12,240 SSD:0.62,14:0.71,2560x1440:0.71,32763
Intel I5-7500U:0.88,3:0.12,320 SSD:0.87,14:0.71,3840x2160:1.00,38455
Intel I5-5500U:0.17,16:0.75,512 SSD:1.00,15.6:0.85,1920x1080:0.57,43034
Intel I7-5200U:0.23,12:0.62,750 HDD:0.25,12:0.28,2880x1800:0.85,31984
Intel I5-7200U:0.82,32:1.00,320 HDD:0.00,13:0.42,1600x900:0.28,30117
Intel I5-6500U:0.52,8:0.50,128 SSD:0.50,14:0.71,1920x1080:0.57,28698
Intel I5-5500U:0.17,6:0.37,500 HDD:0.12,11:0.14,3840x2160:1.00,33727
Intel I3-5100U:0.00,12:0.62,500 HDD:0.12,10:0.00,1600x900:0.28,22826
Intel I5-7200U:0.82,6:0.37,256 SSD:0.75,14:0.71,1920x1080:0.57,33134
Intel I3-7200U:0.76,3:0.12,128 SSD:0.50,15.6:0.85,1920x1080:0.57,28319
Intel I5-7200U:0.82,3:0.12,750 HDD:0.25,11:0.14,1920x1080:0.57,28444
Intel I5-7500U:0.88,12:0.62,500 HDD:0.12,13:0.42,1366x768:0.14,28147
Intel I5-6500U:0.52,12:0.62,256 SSD:0.75,13:0.42,1366x768:0.14,29656
Intel I7-6500U:0.64,32:1.00,320 SSD:0.87,13.3:0.57,1280x800:0.00,37539
Intel I7-6500U:0.64,32:1.00,128 SSD:0.50,17.3:1.00,1366x768:0.14,34506
Intel I5-7200U:0.82,8:0.50,256 SSD:0.75,13:0.42,2880x1800:0.85,32825
Intel I5-5500U:0.17,24:0.87,1 000 HDD:0.37,11:0.14,2560x1440:0.71,34221
Intel I5-7500U:0.88,3:0.12,750 HDD:0.25,12:0.28,1680x1050:0.42,25191
Intel I5-7500U:0.88,2:0.00,1 000 HDD:0.37,15.6:0.85,2880x1800:0.85,36221
Intel I7-7200U:0.94,16:0.75,240 SSD:0.62,17.3:1.00,2560x1440:0.71,38596
Intel I5-7200U:0.82,12:0.62,320 SSD:0.87,10:0.00,1600x900:0.28,32509
Intel I3-6200U:0.41,6:0.37,750 HDD:0.25,11:0.14,2560x1440:0.71,25719
Intel I5-7200U:0.82,3:0.12,1 000 HDD:0.37,13.3:0.57,2880x1800:0.85,29720
Intel I5-5200U:0.11,24:0.87,320 HDD:0.00,10:0.00,1920x1080:0.57,29562
Intel I7-6200U:0.58,3:0.12,750 HDD:0.25,13:0.42,2880x1800:0.85,29775
Intel I7-7200U:0.94,12:0.62,240 SSD:0.62,13:0.42,3840x2160:1.00,35751
Intel I7-6200U:0.58,8:0.50,240 SSD:0.62,17.3:1.00,2560x1440:0.71,39185
Intel I5-7500U:0.88,32:1.00,750 HDD:0.25,10:0.00,3840x2160:1.00,35571
Intel I5-6500U:0.52,12:0.62,750 HDD:0.25,13.3:0.57,1920x1080:0.57,31460
Intel I7-6500U:0.64,32:1.00,750 HDD:0.25,13.3:0.57,1680x1050:0.42,33116
Intel I5-5200U:0.11,2:0.00,512 SSD:1.00,13:0.42,1680x1050:0.42,33660
Intel I7-7500U:1.00,6:0.37,320 HDD:0.00,12:0.28,1600x900:0.28,27506
Intel I5-5500U:0.17,3:0.12,320 HDD:0.00,13.3:0.57,2880x1800:0.85,29502
Intel I5-7500U:0.88,24:0.87,320 SSD:0.87,13.3:0.57,1680x1050:0.42,37708
Intel I5-6500U:0.52,12:0.62,750 HDD:0.25,11:0.14,2560x1440:0.71,29158
Intel I5-7200U:0.82,3:0.12,750 HDD:0.25,15.6:0.85,1366x768:0.14,29955
Intel I3-6200U:0.41,8:0.50,320 SSD:0.87,13.3:0.57,1920x1080:0.57,33197
Intel I3-6100U:0.35,2:0.00,1 000 HDD:0.37,13:0.42,1366x768:0.14,22897
Intel I3-5100U:0.00,32:1.00,512 SSD:1.00,10:0.00,1680x1050:0.42,35692
Intel I7-6500U:0.64,8:0.50,512 SSD:1.00,11:0.14,1920x1080:0.57,41383
Intel I3-7200U:0.76,3:0.12,256 SSD:0.75,11:0.14,1680x1050:0.42,26293
Intel I7-6200U:0.58,4:0.25,256 SSD:0.75,12:0.28,1680x1050:0.42,31514
Intel I5-6200U:0.47,6:0.37,750 HDD:0.25,10:0.00,1366x768:0.14,25936
Intel I3-7200U:0.76,32:1.00,1 000 HDD:0.37,15.6:0.85,2560x1440:0.71,35209
Intel I7-6500U:0.64,8:0.50,500 HDD:0.12,11:0.14,1280x800:0.00,27993
Intel I3-6100U:0.35,2:0.00,256 SSD:0.75,14:0.71,3840x2160:1.00,31594
Intel I5-5200U:0.11,8:0.50,500 HDD:0.12,12:0.28,1600x900:0.28,24557
Intel I5-5200U:0.11,3:0.12,750 HDD:0.25,17.3:1.00,1280x800:0.00,27565
Intel I7-5200U:0.23,24:0.87,320 SSD:0.87,13.3:0.57,2880x1800:0.85,41896
Intel I3-7100U:0.70,4:0.25,240 SSD:0.62,12:0.28,3840x2160:1.00,31915
Intel I5-6500U:0.52,16:0.75,500 HDD:0.12,10:0.00,1920x1080:0.57,27661
Intel I5-7200U:0.82,4:0.25,320 HDD:0.00,15.6:0.85,1366x768:0.14,27479
Intel I3-7100U:0.70,2:0.00,1 000 HDD:0.37,17.3:1.00,2880x1800:0.85,33773
Intel I7-6500U:0.64,12:0.62,128 SSD:0.50,13.3:0.57,2560x1440:0.71,33066
Intel I3-5100U:0.00,8:0.50,128 SSD:0.50,17.3:1.00,1600x900:0.28,29759
Intel I7-5200U:0.23,24:0.87,750 HDD:0.25,17.3:1.00,1366x768:0.14,36542
Intel I5-6200U:0.47,24:0.87,500 HDD:0.12,11:0.14,1680x1050:0.42,30145
Intel I5-6200U:0.47,6:0.37,512 SSD:1.00,10:0.00,2880x1800:0.85,41054
Intel I7-7200U:0.94,16:0.75,240 SSD:0.62,10:0.00,2560x1440:0.71,36103
Intel I7-5200U:0.23,12:0.62,750 HDD:0.25,11:0.14,3840x2160:1.00,32724
Intel I5-5200U:0.11,4:0.25,240 SSD:0.62,15.6:0.85,1680x1050:0.42,31340
Intel I3-7100U:0.70,3:0.12,500 HDD:0.12,12:0.28,2560x1440:0.71,27228
Intel I7-5200U:0.23,24:0.87,240 SSD:0.62,15.6:0.85,1366x768:0.14,35206
Intel I7-5200U:0.23,16:0.75,240 SSD:0.62,17.3:1.00,2560x1440:0.71,39719
